Joueur;Poste;Cote;Var cote;Cote prédite;Enchère moy;% achat;% achat tour 1;Q2 Toutes tailles;Q3 Toutes tailles;Q2 à 6 joueurs;Q3 à 6 joueurs;Q2 à 8 joueurs;Q3 à 8 joueurs;Q2 à 10 joueurs;Q3 à 10 joueurs;Note;Note série;Note 1 an;Note M11;Nb match;Nb match série;Nb match 1 an;Variation;Var série;Var 1 an;But;Buts série;Buts 1 an;%Titu;%Titu série;%Titu 1 an;Temps;Tps série;Tps 1 an;Tps moy;Tps moy série;Tps moy 1 an;Min/But;Min/But 1 an;Min note/but;Prix/but;j16;j15;j14;j13;j12;j11;j10;j9;j8;j7;j6;j5;j4;j3;j2;j1;j38;j37;j36;j35;j34;j33;j32;j31;j30;j29;j28;j27;j26;j25;j24;j23;j22;j21;j20;j19;j18;j17;Cleansheet;But/Peno;But/Coup-franc;But/surface;Pass decis.;Occas° créée;Tirs;Tirs cadrés;Corner gagné;%Passes;Ballons;Interceptions;Tacles;%Duel;Fautes;But évité;Action stoppée;Poss Def;Poss Mil;Centres;Centres ratés;Dégagements;But concédé;Ballon perdu;Passe>Tir;Passe perfo;Dépossédé;Plonge&stop;Nb matchs gagnés;Erreur>But;Diff de buts;Grosse occas manquée;Balle non rattrapée;Bonus moy;Malus moy;Index MPGStats;DMI;Club;Prochain opposant;Date;Victoire probable;%Win+12J;%Win+16J;%Win+20J
Cerofolini Michele;G;7;0;;;;;7;8;7;8;7;7;8;8;6;0;5,83;0;1;0;6;0;0;0,26;0;0;0;1;0;1;90;0;540;90;0;90;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;5,5;6;6;6;0;0;5,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;0;;;;;;;;3;2;;;;;;1;;;;;2;1;;1;;;149;-30;19,2;0;Frosinone;Juventus;sam. 23/12 12:30;18,69158879;0,35356;0,34762;0,3572
Sportiello Marco;G;7;0;;11;23,81;9,52;11;13;9;10;7;7;15;15;6;0;5,36;548,5;2;0;11;0;0;0,84;0;0;0;1;0;1;180;0;988;90;0;89,82;;;;1000;0;0;0;0;0;0;0;0;0;0;6;6;0;0;0;0;5;6;5;5;4;0;6;5,5;6,5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;0;0;;;;;;;;4;3;;;;;;1;;;;;2;2;;3;;;107;-15;16,75;0;Milan;Salernitana;ven. 22/12 20:45;72,46376812;0,69264;0,70327;0,68436
Mirante Antonio;G;7;0;;7;33,33;19,05;7;9;7;7;7;7;8;12;6;0;5,5;522;1;0;2;0;0;0,71;0;0;0;1;0;0,5;90;0;91;90;0;45,5;;;;1000;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;0;;;;;;;;1;2;;;;;;1;;;;;3;-1;;-1;;;141;-40;-8,5;0;Milan;Salernitana;ven. 22/12 20:45;72,46376812;0,69264;0,70327;0,68436
Di Gregorio Michele;G;17;0;;23;95,24;90,48;23;28;22;29;23;26;25;26;5,97;6,17;5,86;476;15;12;37;1,19;0,91;1,26;0;0;0;1;1;1;1350;1080;3330;90;90;90;;;;1000;5;6;7;6;5,5;6;5,5;6;7;8;7;5;0;4;7,5;4;3;4,5;6;8;6;6;7;6;8;5;4;5;5,5;5,5;0;6,5;6,5;6;8;4,5;6,5;4;5;;;;;;0;0;;;;;;;;35;23;;;;;;15;;;;;29;;;-1;;;145,8;-51,67;3,69;6;Monza;Fiorentina;ven. 22/12 20:45;36,36363636;0,46642;0,45825;0,45092
Bastoni Alessandro;DC;12;0;;17;80,95;42,86;16;20;15;18;16;19;18;20;5,82;5,75;5,52;447,45;11;2;29;0,93;0,35;0,75;0;0;0;1;1;0,97;900;146;2336;81,82;73;80,55;;;;1000;6;5,5;0;0;6;0;6;0;4,5;0;4;6;5,5;7;7;6,5;6;5,5;4,5;4,5;6;0;5;0;4,5;0;5,5;0;4,5;5;5;6;0;5,5;5,5;5,5;6;5,5;7;;;;;6;4;3;5;0,8941;824;9;14;59,49;15;;;21;22;28;21;10;4;84;11;11;3;;8;;21;;5;191,68;-103,73;-7,77;5;Inter;Lecce;sam. 23/12 18:00;83,33333333;0,8056;0,8074;0,80436
Perin Mattia;G;7;0;;8;66,67;47,62;7;8;7;7;7;8;8;8;5,75;0;5,83;264,5;2;0;6;0,35;0;1,17;0;0;0;1;0;1;180;0;540;90;0;90;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;6;5,5;0;0;0;0;5,5;0;0;0;0;5,5;0;0;0;4,5;0;0;8;0;0;0;0;0;0;1;;;;;;0;0;;;;;;;;2;1;;;;;;1;;;;;2;1;;2;;;84,5;-17,5;3,15;0;Juventus;Frosinone;sam. 23/12 12:30;61,72839506;0,70175;0,69746;0,69717
Pavard Benjamin;DL;8;-5;;14;66,67;19,05;14;14;14;15;14;14;24;28;5,75;0;5,75;548,33;6;0;6;0,69;0;0,69;0;0;0;1;0;1;405;0;405;67,5;0;67,5;;;;1000;0;0;0;0;0;5,5;5;5,5;5,5;7;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;3;1;;0,891;372;9;6;78,13;3;;;15;5;4;4;10;1;38;;;;;5;;10;;3;123,17;-55,83;-2,52;0;Inter;Lecce;sam. 23/12 18:00;83,33333333;0,8056;0,8074;0,80436
Falcone Wladimiro;G;18;2;;18;66,67;47,62;18;18;19;19;18;18;18;18;5,72;5,72;5,49;479,19;16;16;39;1,06;1,06;1,12;0;0;0;1;1;1;1440;1440;3510;90;90;90;;;;1000;6;6,5;6;7;6;6,5;4,5;6;4,5;3;6;6;6;7;4,5;6;4,5;7,5;6;5,5;5,5;4,5;7;4;4,5;4;7;5,5;3,5;4,5;5;7;6;6,5;5;4;4;6;2;;;;;;0;0;;;;;;;;39;15;;;;;;17;;;;;30;;;-2;;;126,06;-49,69;3,68;4,5;Lecce;Inter;sam. 23/12 18:00;7,843137255;0,35205;0,36591;0,38957
Terracciano Pietro;G;17;3;;17;71,43;42,86;17;17;20;22;17;17;17;17;5,68;5,73;5,53;516,64;14;13;31;1,28;1,32;1,15;0;0;0;1;1;1;1260;1170;2790;90;90;90;;;;1000;8;4;6;6;6;5;5,5;4;5;6;5,5;8,5;5;0;0;5;0;0;0;0;6,5;3;0;4,5;4,5;5;7;6;0;6,5;7;5,5;5,5;5,5;5;5;4;6;4;;;;;;0;0;;;;;;;;36;5;;;;;;8;;;;;23;4;;11;;;121,43;-39,29;18,57;5;Fiorentina;Monza;ven. 22/12 20:45;39,5256917;0,57988;0,55619;0,58292
Lobotka Stanislav;MD;17;-1;;24;90,48;19,05;24;27;30;30;18;18;24;25;5,66;5,66;5,76;435,13;16;16;39;0,83;0,83;0,87;0;0;0;1;1;0,95;1368;1368;3264;85,5;85,5;83,69;;;;1000;5,5;6;4,5;6;5;7;5,5;6;4;6;6,5;5,5;5;5;6;7;6;5,5;6;4,5;5,5;5,5;5;6,5;5;6,5;3;7;6,5;5,5;6;7;7;6;6;6;6,5;6;4,5;;;;1;2;6;3;1;0,925;1097;7;19;55,17;12;;;32;75;2;1;12;16;99;8;8;6;;3;;9;;14;171,41;-95,91;-5,1;6;Napoli;Roma;sam. 23/12 20:45;40,16064257;0,70781;0,6883;0,69322
Sommer Yann;G;18;1;;26;76,19;57,14;25;28;25;25;23;28;33;37;5,66;5,66;5,66;468;16;16;16;0,83;0,83;0,83;0;0;0;1;1;1;1440;1440;1440;90;90;90;;;;1000;7;5,5;7;4,5;6;5,5;6;6;4,5;6;4;5,5;5;6;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;;;;;;0;0;;;;;;;;21;14;;;;;;6;;;;;19;12;1;32;;;98,63;-21,25;10,42;0;Inter;Lecce;sam. 23/12 18:00;83,33333333;0,8056;0,8074;0,80436
Lazzari Manuel;DL;12;1;;14;90,48;71,43;13;15;12;14;14;16;13;14;5,64;5,5;5,37;407;11;8;26;0,92;0,93;0,74;0;0;0;1;1;0,77;930;688;1815;84,55;86;69,81;;;;1000;4;6;6,5;4,5;6;5;5,5;6,5;0;0;7;0;0;0;6;5;0;4,5;6;4,5;5;6;5;5,5;0;0;6;0;5,5;0;5;0;5;0;5;4,5;0;5;5,5;;;;2;2;5;2;10;0,9008;726;10;10;63,16;6;;;22;30;32;27;17;6;80;5;5;1;;-1;;;;14;170,32;-113,73;-5,7;5;Lazio;Empoli;ven. 22/12 18:30;52,08333333;0,58021;0,57897;0,60061
Szczesny Wojciech;G;16;-1;;21;90,48;76,19;20;24;17;18;22;25;21;23;5,64;5,54;5,42;487,43;14;13;33;1,01;0,97;1,09;0;0;0;1;1;1;1260;1170;2970;90;90;90;;;;1000;5;6;4,5;6;5,5;6,5;6;6;6;6;5;3;6,5;0;0;7;6,5;5;3,5;0;6;6;6;6;0;4;6;6,5;0;4,5;4,5;0;6;5,5;4;4;3;6,5;8;;;;;;0;0;;;;;;;;17;12;;;;;;9;;;;;15;9;1;12;;;103,57;-35;0,66;0;Juventus;Frosinone;sam. 23/12 12:30;61,72839506;0,70175;0,69746;0,69717
Arthur;MD;13;3;;13;47,62;28,57;13;14;24;28;13;14;16;17;5,63;5,63;5,63;435;16;16;16;0,94;0,94;0,94;0;0;0;0,81;0,81;0,81;1101;1101;1101;68,81;68,81;68,81;;;;1000;5,5;5,5;8;6;6;5;5;4;6;6,5;5;5;5,5;4,5;6;6,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,5;;;;1;1;4;3;1;0,9316;988;8;20;60,19;13;;;28;47;6;3;5;10;93;23;23;13;;3;;7;;10;159,75;-83,5;-5,28;0;Fiorentina;Monza;ven. 22/12 20:45;39,5256917;0,57988;0,55619;0,58292
Freuler Remo;MD;17;3;;17;52,38;4,76;17;17;17;17;17;17;17;17;5,63;5,65;5,3;489,58;12;10;28;0,71;0,78;0,87;0;0;0;0,83;0,8;0,86;901;739;2169;75,08;73,9;77,46;;;;1000;7;6,5;5;5;4,5;6;6;6;5;5,5;0;5,5;5,5;0;0;0;0;0;0;0;0;0;5;4,5;5;5,5;5;4,5;5;3;5;4;6;6;7;5;6;4,5;5;;;;;1;4;3;2;0,882;648;13;14;52,7;13;;;21;24;2;2;14;5;62;5;5;4;;5;;9;;11;138,42;-66,5;-5,26;0;Bologna;Atalanta;sam. 23/12 15:00;37,31343284;0,55454;0,58755;0,5726
Frendrup Morten;MO;13;-2;;18;80,95;33,33;18;20;21;27;18;21;18;19;5,63;5,63;5,63;443,13;16;16;16;0,87;0,87;0,87;0;0;0;1;1;1;1440;1440;1440;90;90;90;;;;1000;5;5;5;5;5,5;4;6;7;5,5;7;7;6;5;6;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;;;;4;3;11;6;3;0,7771;778;21;34;67,68;24;;;38;61;7;5;10;20;157;9;9;4;;-4;1;-5;1;32;196,44;-120,09;-7,34;0;Genoa;Sassuolo;ven. 22/12 18:30;31,25;0,35721;0,363;0,36619
Kayode Michael;DL;8;-1;;9;38,1;23,81;9;9;12;14;9;9;9;9;5,61;5,33;5,61;462,78;9;3;9;0,86;0,29;0,86;0;0;0;0,78;1;0,78;735;261;735;81,67;87;81,67;;;;1000;5,5;5;5,5;0;0;0;0;4;6;6,5;5;6,5;0;0;0;6,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;;;;;;1;0;4;0,854;623;9;15;58,33;5;;;28;20;20;14;17;5;101;5;5;5;;5;;12;;10;192,89;-134,78;-13,09;0;Fiorentina;Monza;ven. 22/12 20:45;39,5256917;0,57988;0,55619;0,58292
Skorupski Lukasz;G;16;-2;;20;90,48;52,38;19;21;19;20;19;20;22;24;5,57;0;5,68;465,27;15;0;37;0,75;0;1,04;0;0;0;1;0;1;1350;0;3330;90;0;90;;;;1000;0;5;5;6;4,5;6;6;6;5,5;6,5;6,5;6,5;6;4,5;5;4,5;6;5;5;6;5;3,5;7,5;4;6;8;0;5;6;5,5;7;7,5;5,5;6,5;7;4,5;6;4;6;;;;;;0;0;;;;;;;;22;17;;;;;;9;;;;;16;4;;6;;;95,47;-30,67;5,97;6;Bologna;Atalanta;sam. 23/12 15:00;37,31343284;0,55454;0,58755;0,5726
Kostic Filip;MO;16;1;;25;80,95;23,81;20;32;32;32;28;34;18;19;5,57;5,57;5,35;540,57;14;14;36;0,81;0,81;0,92;0;0;2;0,86;0,86;0,89;919;919;2428;65,64;65,64;67,44;;1214;7;1000;5;6;5;5;6,5;5;5,5;6;7;5;5;4,5;5,5;7;0;0;6;5;4;0;5;5,5;5;5,5;4,5;4,5;5;7;6,5;5;5;6;5,5;7;4,5;4;3;6;5;;;;3;9;8;5;10;0,7771;597;5;15;46,84;12;;;32;15;59;44;13;6;120;28;28;7;;9;;11;;17;175,54;-121,89;-11,41;0;Juventus;Frosinone;sam. 23/12 12:30;61,72839506;0,70175;0,69746;0,69717
Zambo Anguissa André-Frank;MD;18;-2;;20;85,71;4,76;20;20;21;25;41;41;21;23;5,53;5,21;5,59;438,33;15;7;38;0,69;0,57;0,73;0;0;1;0,87;0,86;0,95;1112;535;3074;74,13;76,43;80,89;;3074;8;1000;4,5;5;5;5;6;6;5;0;5,5;7;5,5;6;5;5;6,5;6;6;6;8;4,5;5,5;5;5,5;6;5,5;5;4,5;6;6;5;5;5,5;5,5;5,5;5,5;7;6;6;4;;;;;2;11;7;2;0,8807;953;16;10;50,35;15;;;24;43;7;6;8;12;130;15;15;18;;2;;7;;21;141,77;-78,8;-2,25;5,5;Napoli;Roma;sam. 23/12 20:45;40,16064257;0,70781;0,6883;0,69322
de Roon Marten;MD;16;-3;;21;85,71;19,05;20;22;21;21;20;22;18;18;5,53;4,67;5,41;456,53;15;3;37;1,04;0,76;0,88;0;0;3;1;1;1;1350;270;3285;90;90;88,78;;1095;6;1000;5,5;4,5;4;0;4;4,5;7;6;5;6,5;7;6;6,5;6;4,5;6;4,5;5;5,5;4;4,5;6;5,5;5;5,5;4,5;7;6;5,5;5;5;0;7;5,5;5,5;6;4,5;5;6,5;;;;4;1;6;3;4;0,8478;1023;20;19;52,21;20;;;32;54;8;7;25;15;142;15;15;5;;3;;10;;7;199,93;-138,7;-14,02;4,75;Atalanta;Bologna;sam. 23/12 15:00;36,900369;0,56421;0,5749;0,59342
Milinkovic-Savic Vanja;G;17;1;;20;47,62;23,81;18;21;17;17;21;23;18;18;5,53;6,5;5,45;451,93;15;3;38;1,3;0,5;1,19;0;0;0;1;1;1;1350;270;3420;90;90;90;;;;1000;6;6,5;7;0;6;5;7,5;3,5;3,5;6;4;5;7;6;4;6;5,5;6,5;4,5;7;6,5;6;5;7;4,5;5;5,5;3;6;6;3;4;5;6;4,5;7;6;5,5;8;;;;;;0;0;;;;;;;;24;18;;;;;;11;;;;;12;2;1;;;;108,93;-56;0,71;6;Torino;Udinese;sam. 23/12 15:00;57,14285714;0,5094;0,51369;0,50751
Gollini Pierluigi;G;7;0;;7;28,57;4,76;7;7;7;7;7;7;7;7;5,5;0;5,5;542;2;0;6;0,71;0;0,89;0;0;0;1;0;1;180;0;540;90;0;90;;;;1000;0;0;0;6;5;0;0;0;0;0;0;0;0;0;0;0;0;5,5;0;4;6,5;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;;;;;;;0;0;;;;;;;;5;1;;;;;;2;;;;;2;;;;;;97;-35;4,8;0;Napoli;Roma;sam. 23/12 20:45;40,16064257;0,70781;0,6883;0,69322
de Vrij Stefan;DC;14;-2;;16;61,9;14,29;17;17;15;16;17;17;14;14;5,5;0;5,48;455,46;13;0;28;0,65;0;0,73;0;0;0;0,62;0;0,68;738;0;1686;56,77;0;60,21;;;;1000;0;0;5;5;5;5,5;5;7;0;6;5;5;5;6;6;6;6;5;4;5;5;6,5;5;7;5,5;6,5;5,5;5;0;0;4,5;0;6;0;0;5,5;0;0;5;;;;;;5;2;2;0,9149;515;10;6;62,26;5;;;23;18;;;23;2;40;1;1;;;10;;26;;4;97,92;-39,88;-0,02;0;Inter;Lecce;sam. 23/12 18:00;83,33333333;0,8056;0,8074;0,80436
Sorrentino Alessandro;G;7;0;;8;66,67;28,57;8;8;8;8;8;8;7;7;5,5;0;5,5;524;1;0;1;0;0;0;0;0;0;1;0;1;90;0;90;90;0;90;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;5,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;0;;;;;;;;1;1;;;;;;;;;;;1;;;;;;62;-20;14,5;0;Monza;Fiorentina;ven. 22/12 20:45;36,36363636;0,46642;0,45825;0,45092
Leali Nicola;G;7;-2;;;;;9;9;7;7;7;7;9;9;5,5;0;5,5;533,5;2;0;2;0,71;0;0,71;0;0;0;0,5;0;0,5;91;0;91;45,5;0;45,5;;;;1000;0;0;0;0;0;0;0;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;0;;;;;;;;4;2;;;;;;2;;;;;4;-2;;-3;;;121,5;-60;-4,15;0;Genoa;Sassuolo;ven. 22/12 18:30;31,25;0,35721;0,363;0,36619
Paredes Leandro;MD;10;-1;;14;61,9;47,62;13;15;18;21;12;13;17;19;5,47;5,4;5,27;437,8;15;5;31;0,83;0,65;0,96;0;0;1;0,93;1;0,61;1168;437;1749;77,87;87,4;56,42;;1749;7;1000;4,5;5,5;6;6;5;0;5;5;7;6;4,5;5;7;5;4,5;6;4,5;5;4;7,5;0;7;5;0;5;6;0;3,5;0;4,5;0;5;5;0;4;0;5;4,5;4,5;;;;3;3;14;6;5;0,889;931;15;17;54,37;14;;;35;45;11;9;15;13;118;9;9;8;;1;;8;;8;176,23;-108;-9,5;0;Roma;Napoli;sam. 23/12 20:45;34,36426117;0,55312;0,57623;0,55032
Turati Stefano;G;14;0;;15;47,62;33,33;16;16;16;20;16;16;15;16;5,47;5,54;5,47;498,07;15;14;15;1,19;1,2;1,19;0;0;0;1;1;1;1350;1260;1350;90;90;90;;;;1000;4;6,5;4;6;6;5;3,5;5,5;5,5;4,5;6;7;6,5;7,5;0;4,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;0;0;;;;;;;;39;12;;;;;;24;;;;;26;-3;1;-6;;;122,83;-77,33;-12;0;Frosinone;Juventus;sam. 23/12 12:30;18,69158879;0,35356;0,34762;0,3572
Ndoye Dan;A;12;3;;;52,38;;12;12;12;12;20;20;12;12;5,44;5,44;5,44;437,69;16;16;16;0,68;0,68;0,68;0;0;0;0,69;0,69;0,69;980;980;980;61,25;61,25;61,25;;;;1000;7;5;5,5;6,5;5;5;4,5;4,5;5;6;5;5,5;5,5;5,5;6;5,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;;;;1;3;24;18;9;0,8122;558;5;11;49,38;17;;;31;28;19;14;9;7;142;13;13;13;;5;;8;4;29;124,72;-65,08;-3,11;0;Bologna;Atalanta;sam. 23/12 15:00;37,31343284;0,55454;0,58755;0,5726
Montipò Lorenzo;G;15;0;;17;52,38;28,57;16;17;19;27;16;17;16;16;5,44;5,44;5,34;459,06;16;16;38;0,95;0,95;1,18;0;0;0;1;1;1;1440;1440;3420;90;90;90;;;;1000;5;6;4,5;5;5,5;4;5,5;5,5;4;6;4,5;6;6,5;5;7;7;4;5,5;2,5;6;6;2,5;6;6,5;6;6;4,5;3;5,5;0;4;6;6;5,5;6,5;7;5,5;7;3;;;;;;0;0;;;;;;;;30;24;;;;;;22;;;;;33;-7;;-10;;;116,13;-62,81;-11,39;0;Verona;Cagliari;sam. 23/12 18:00;42,55319149;0,36148;0,36176;0,3563
Djimsiti Berat;DC;12;0;;17;85,71;85,71;16;20;14;18;16;19;16;18;5,43;5,5;5,19;468,33;15;12;34;0,82;0,8;0,84;0;0;0;1;1;0,94;1264;1009;2721;84,27;84,08;80,03;;;;1000;6;5;5;4,5;6;5;6,5;6,5;4;5,5;6;6;0;6;4;5,5;5;3,5;5;5,5;4;6;5;6;5;4;0;0;5,5;5;4;3,5;6;5,5;6;5;0;5,5;6,5;;;;;1;4;2;1;0,889;861;26;8;62;12;;;45;38;3;3;37;12;88;3;3;1;;3;;10;;4;145,7;-100,6;-7,67;4,75;Atalanta;Bologna;sam. 23/12 15:00;36,900369;0,56421;0,5749;0,59342
Provedel Ivan;G;16;-2;;23;90,48;57,14;22;25;22;22;22;25;19;23;5,41;5,41;5,5;468,56;16;16;39;0,95;0,95;0,91;0;0;0;1;1;1;1440;1440;3510;90;90;90;;;;1000;4;4,5;6;5;6;4,5;7,5;6,5;5,5;6;6;5;4;6;5;5;6;5,5;6;4,5;4;6;4,5;4;6;6;6,5;6,5;6;6,5;6;6;6;5,5;6;6,5;6;4;5;;;;;;0;0;;;;;;;;30;13;;;;;;18;;;;;21;-1;;-2;;;99,06;-51,25;-6,12;5;Lazio;Empoli;ven. 22/12 18:30;52,08333333;0,58021;0,57897;0,60061
Darmian Matteo;DL;15;2;;18;85,71;28,57;18;20;15;16;21;24;16;18;5,4;5,5;5,26;470,6;15;8;36;0,57;0,46;0,59;0;0;1;0,8;0,75;0,83;1182;637;2712;78,8;79,63;75,33;;2712;6;1000;5;6;5,5;5;6;6;5,5;5;0;5;4;5;5,5;6;5,5;6;5,5;5;0;5;6;5;5;0;4,5;5;4,5;4,5;5;5,5;4,5;4,5;6;5,5;6,5;4,5;5,5;6;9;;;;;;3;2;2;0,86;900;9;12;50;11;;;27;19;4;3;27;5;111;8;8;;;12;;32;1;8;129,63;-93,73;-10,22;5,5;Inter;Lecce;sam. 23/12 18:00;83,33333333;0,8056;0,8074;0,80436
Alex Sandro;DL;5;4;;5;66,67;42,86;6;8;5;5;7;8;5;5;5,4;0;5,03;301,6;5;0;17;0,42;0;1,11;0;0;0;0,6;0;0,88;278;0;1286;55,6;0;75,65;;;;1000;0;5;6;5;0;0;0;0;0;0;0;0;0;0;5,5;5,5;0;0;3;0;6;0;5;0;0;4,5;0;0;0;5;5;6,5;6;6;0;3,5;2,5;5,5;1;;;;;1;2;0;;0,9184;267;6;2;54,84;8;;;14;7;2;;10;2;38;3;3;2;;3;;5;;1;127,5;-90,8;-8,32;0;Juventus;Frosinone;sam. 23/12 12:30;61,72839506;0,70175;0,69746;0,69717
Lucumí Jhon;DC;10;2;;10;52,38;23,81;10;10;10;10;10;10;15;15;5,39;5;5,17;414,11;9;1;30;0,6;0;0,66;0;0;0;0,67;0;0,9;596;32;2486;66,22;32;82,87;;;;1000;5;0;6;5;5;0;0;0;0;0;0;6;6;6;5;4,5;4;5;5,5;0;4,5;4;3,5;5,5;5,5;6;5,5;5;5;5;5,5;5;0;6;6;5,5;5;4,5;2;;;;;;3;2;1;0,903;509;1;11;72,73;2;;;31;14;;;24;4;40;2;2;2;;1;;2;;3;113,06;-62,89;-0,88;5,25;Bologna;Atalanta;sam. 23/12 15:00;37,31343284;0,55454;0,58755;0,5726
Tameze Adrien;MD;11;0;;;14,29;;11;11;11;11;11;11;11;11;5,36;5,36;5,14;504,71;14;14;37;1,15;1,15;0,93;0;0;0;0,86;0,86;0,95;1033;1033;3011;73,79;73,79;81,38;;;;1000;5,5;5,5;7;4;5,5;7,5;5;3,5;4,5;5;4,5;5,5;7;5;0;0;5;5;5;5;6;2,5;5;5;6;5;5,5;5;5;5,5;4;4;5,5;6;4,5;5,5;5;5;5;;;;2;2;5;2;3;0,8811;760;23;8;52,27;10;;;38;42;5;3;10;9;95;7;7;5;;2;;1;;8;147,82;-105,07;-8,39;0;Torino;Udinese;sam. 23/12 15:00;57,14285714;0,5094;0,51369;0,50751
Cuadrado Juan;DL;9;0;;9;23,81;4,76;9;9;18;18;9;9;12;12;5,36;0;5,17;373;7;0;24;0,56;0;0,65;0;0;1;0;0;0,46;149;0;1207;21,29;0;50,29;;1207;5,5;1000;0;4,5;6;5;0;0;0;0;5,5;0;0;0;0;6;5,5;5;6;5;0;5;6,5;5;5,5;4,5;5;3,5;5;4,5;6;4,5;5,5;5;0;5;0;5;0;0;;;;;2;2;4;2;1;0,917;136;;3;62,5;2;;;3;5;11;7;;;17;6;6;1;;5;;15;;2;85;-31,57;-1,61;0;Inter;Lecce;sam. 23/12 18:00;83,33333333;0,8056;0,8074;0,80436
Ikoné Jonathan;MO;11;1;;11;42,86;9,52;11;11;11;14;11;11;11;11;5,35;5,21;5,41;516,6;10;7;29;0,47;0,39;0,61;0;0;2;0,5;0,57;0,69;534;391;1708;53,4;55,86;58,9;;854;6;1000;5;5;5,5;5;6;5;5;0;6;6;5;0;0;0;0;0;5,5;7,5;4,5;5,5;0;6;0;0;5;5;5,5;5;6;6;6;5,5;4,5;0;5,5;5,5;5;5;4;;;;;;13;9;5;0,8254;264;1;5;49,25;6;;;11;15;4;4;3;2;61;2;2;12;;2;;7;1;10;94,4;-49,3;-2,18;5;Fiorentina;Monza;ven. 22/12 20:45;39,5256917;0,57988;0,55619;0,58292
Aebischer Michel;MD;11;-2;;;42,86;;18;18;18;18;12;12;11;11;5,34;5,34;4,99;420,44;16;16;35;0,63;0,63;0,64;0;0;0;0,81;0,81;0,69;1100;1100;2017;68,75;68,75;57,63;;;;1000;4,5;4,5;5;5;5;5;6,5;6;5;6;5;5,5;5,5;6,5;5;5,5;5,5;4,5;5;0;4,5;4,5;4,5;4;4;0;4,5;4,5;5;0;5;5;4;5;5;0;4;5;3,5;;;;1;2;2;1;1;0,8697;867;9;13;48,39;21;;;25;37;4;3;10;8;78;6;6;6;;5;;8;;14;117,28;-64,91;-4,79;5;Bologna;Atalanta;sam. 23/12 15:00;37,31343284;0,55454;0,58755;0,5726
Nicolussi Caviglia Hans;MO;5;2;;5;19,05;4,76;5;5;5;5;;;5;5;5,33;0;4,7;497,33;3;0;15;1,04;0;0,86;0;0;1;0,67;0;0,53;133;0;716;44,33;0;47,73;;716;4,5;1000;0;0;6,5;4,5;5;0;0;0;0;0;0;0;0;0;0;0;4,5;4;0;0;5;0;0;0;4,5;5;0;0;0;0;5;0;5;2,5;5;4;4,5;5,5;1;;;;1;;1;1;;0,7866;62;;;50;;;;2;4;3;2;1;1;14;3;3;2;;2;;2;;;102,67;-50,5;-5,9;0;Juventus;Frosinone;sam. 23/12 12:30;61,72839506;0,70175;0,69746;0,69717
Karsdorp Rick;DC;6;-1;;8;66,67;23,81;8;9;9;10;8;9;10;10;5,33;0;5,19;412,67;9;0;13;0,5;0;0,52;0;0;0;0,78;0;0,62;562;0;725;62,44;0;55,77;;;;1000;0;0;5;5;5,5;5,5;0;5,5;6,5;5;0;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;4,5;5;5,5;4,5;0;0;0;0;0;0;3,5;;;;1;1;5;2;4;0,8037;397;3;11;64,71;5;;;17;11;14;11;5;3;62;3;3;;;5;;9;;2;119,44;-75,39;-6,72;0;Roma;Napoli;sam. 23/12 20:45;34,36426117;0,55312;0,57623;0,55032
